Survey,Year,Julian,Site,Block,Treatment,TotalHa,TBA,Richness,simp.ind,Simp1
9102,2009,161,Int2,Interim,10% prairie bottom,3.24,4,4,4,5
9103,2009,161,Int3,Interim,0% prairie,0.61,4,2,1.6,2.6
9104,2009,161,Orb1,Orbweaver,10% prairie bottom,1.25,4,1,1,2
9105,2009,161,Orb2,Orbweaver,20% prairie strips,2.51,15,5,3.68852459,4.68852459
9106,2009,161,Orb3,Orbweaver,0% prairie,1.24,6,2,2,3
9107,2009,175,Bass1,Basswood,10% prairie bottom,0.55,3,1,1,2
9108,2009,175,Bass2,Basswood,10% prairie strips,0.56,3,2,1.8,2.8
9109,2009,175,Bass3,Basswood,20% prairie strips,0.57,7,3,3,4
9110,2009,175,Bass4,Basswood,20% prairie strips,0.61,5,2,1.470588235,2.470588235
9111,2009,175,Bass5,Basswood,10% prairie strips,1.31,3,1,1,2
9112,2009,175,Bass6,Basswood,0% prairie,0.81,0,0,0,1
9113,2009,175,Int1,Interim,10% prairie strips,3.1,21,6,3.705882353,4.705882353
9114,2009,175,Int2,Interim,10% prairie bottom,3.24,25,5,2.022653722,3.022653722
9115,2009,175,Int3,Interim,0% prairie,0.61,4,4,4,5
9116,2009,175,Orb1,Orbweaver,10% prairie bottom,1.25,3,1,1,2
10001,2010,137,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10002,2010,137,Bass2,Basswood,10% prairie strips,0.56,8,6,5.333333333,6.333333333
10003,2010,137,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
10004,2010,137,Bass4,Basswood,20% prairie strips,0.61,4,2,1.8,2.8
10005,2010,137,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
10006,2010,137,Bass6,Basswood,0% prairie,0.81,9,2,1.246153846,2.246153846
10007,2010,139,Int1,Interim,10% prairie strips,3.1,11,6,4.84,5.84
10008,2010,139,Int2,Interim,10% prairie bottom,3.24,4,3,3,4
10009,2010,139,Int3,Interim,0% prairie,0.61,3,2,1.8,2.8
10010,2010,139,Orb2,Orbweaver,20% prairie strips,2.51,13,4,3.130434783,4.130434783
10011,2010,139,Orb3,Orbweaver,0% prairie,1.24,2,2,2,3
10012,2010,140,Int1,Interim,10% prairie strips,3.1,8,6,4.571428571,5.571428571
10013,2010,140,Int2,Interim,10% prairie bottom,3.24,11,6,3.333333333,4.333333333
10014,2010,140,Int3,Interim,0% prairie,0.61,1,1,1,2
10015,2010,140,Orb1,Orbweaver,10% prairie bottom,1.25,6,4,3,4
10016,2010,140,Orb2,Orbweaver,20% prairie strips,2.51,15,6,3.266666667,4.266666667
10017,2010,140,Orb3,Orbweaver,0% prairie,1.24,3,2,1.8,2.8
10018,2010,145,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10019,2010,145,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
10020,2010,145,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
10021,2010,145,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
10022,2010,145,Bass5,Basswood,10% prairie strips,1.31,3,2,2,3
10023,2010,145,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10024,2010,145,Orb1,Orbweaver,10% prairie bottom,1.25,5,2,1.923076923,2.923076923
10025,2010,145,Orb2,Orbweaver,20% prairie strips,2.51,7,4,2.578947368,3.578947368
10026,2010,145,Orb3,Orbweaver,0% prairie,1.24,6,2,1.384615385,2.384615385
10027,2010,147,Bass1,Basswood,10% prairie bottom,0.55,4,2,2,3
10028,2010,147,Bass2,Basswood,10% prairie strips,0.56,3,2,1.8,2.8
10029,2010,147,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
10030,2010,147,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
10031,2010,147,Bass5,Basswood,10% prairie strips,1.31,6,4,3.6,4.6
10032,2010,147,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10033,2010,147,Int1,Interim,10% prairie strips,3.1,7,5,4.454545455,5.454545455
10034,2010,147,Int2,Interim,10% prairie bottom,3.24,7,6,5.444444444,6.444444444
10035,2010,147,Int3,Interim,0% prairie,0.61,4,3,2,3
10036,2010,147,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,1.8,2.8
10037,2010,147,Orb2,Orbweaver,20% prairie strips,2.51,5,3,2.272727273,3.272727273
10038,2010,147,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10039,2010,148,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
10040,2010,148,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
10041,2010,148,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
10042,2010,148,Bass4,Basswood,20% prairie strips,0.61,0,0,0,1
10043,2010,148,Bass5,Basswood,10% prairie strips,1.31,4,3,2.666666667,3.666666667
10044,2010,148,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10045,2010,148,Int1,Interim,10% prairie strips,3.1,9,6,4.764705882,5.764705882
10046,2010,148,Int2,Interim,10% prairie bottom,3.24,8,6,5.333333333,6.333333333
10047,2010,148,Int3,Interim,0% prairie,0.61,6,2,1.384615385,2.384615385
10048,2010,148,Orb1,Orbweaver,10% prairie bottom,1.25,2,2,2,3
10049,2010,148,Orb2,Orbweaver,20% prairie strips,2.51,9,5,4.263157895,5.263157895
10050,2010,148,Orb3,Orbweaver,0% prairie,1.24,5,4,3.571428571,4.571428571
10051,2010,151,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10052,2010,151,Bass2,Basswood,10% prairie strips,0.56,0,0,0,1
10053,2010,151,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
10054,2010,151,Bass4,Basswood,20% prairie strips,0.61,3,3,3,4
10055,2010,151,Bass5,Basswood,10% prairie strips,1.31,7,5,4.454545455,5.454545455
10056,2010,151,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10057,2010,151,Int1,Interim,10% prairie strips,3.1,6,3,2.571428571,3.571428571
10058,2010,151,Int2,Interim,10% prairie bottom,3.24,6,4,2.666666667,3.666666667
10059,2010,151,Int3,Interim,0% prairie,0.61,2,2,2,3
10060,2010,151,Orb1,Orbweaver,10% prairie bottom,1.25,3,3,3,4
10061,2010,151,Orb2,Orbweaver,20% prairie strips,2.51,8,5,3.769230769,4.769230769
10062,2010,151,Orb3,Orbweaver,0% prairie,1.24,2,2,2,3
10063,2010,152,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10064,2010,152,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
10065,2010,152,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
10066,2010,152,Bass4,Basswood,20% prairie strips,0.61,3,2,1.8,2.8
10067,2010,152,Bass5,Basswood,10% prairie strips,1.31,4,3,2.666666667,3.666666667
10068,2010,152,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10069,2010,152,Int1,Interim,10% prairie strips,3.1,15,9,7.538461538,8.538461538
10070,2010,152,Int2,Interim,10% prairie bottom,3.24,13,8,7.363636364,8.363636364
10071,2010,152,Int3,Interim,0% prairie,0.61,3,1,1,2
10072,2010,152,Orb1,Orbweaver,10% prairie bottom,1.25,1,1,1,2
10073,2010,152,Orb2,Orbweaver,20% prairie strips,2.51,2,2,2,3
10074,2010,152,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
10075,2010,154,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10076,2010,154,Bass2,Basswood,10% prairie strips,0.56,6,3,2.777777778,3.777777778
10077,2010,154,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
10078,2010,154,Bass4,Basswood,20% prairie strips,0.61,3,2,1.8,2.8
10079,2010,154,Bass5,Basswood,10% prairie strips,1.31,5,4,3.571428571,4.571428571
10080,2010,154,Bass6,Basswood,0% prairie,0.81,2,1,1,2
10081,2010,154,Int1,Interim,10% prairie strips,3.1,17,9,7.41025641,8.41025641
10082,2010,154,Int2,Interim,10% prairie bottom,3.24,7,4,3.6,4.6
10083,2010,154,Int3,Interim,0% prairie,0.61,4,3,2.666666667,3.666666667
10084,2010,154,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,1,2
10085,2010,154,Orb2,Orbweaver,20% prairie strips,2.51,5,5,5,6
10086,2010,154,Orb3,Orbweaver,0% prairie,1.24,2,1,1,2
10087,2010,158,Bass1,Basswood,10% prairie bottom,0.55,5,2,1.6,2.6
10088,2010,158,Bass2,Basswood,10% prairie strips,0.56,5,2,1.923076923,2.923076923
10089,2010,158,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
10090,2010,158,Bass4,Basswood,20% prairie strips,0.61,0,0,0,1
10091,2010,158,Bass5,Basswood,10% prairie strips,1.31,5,2,1.923076923,2.923076923
10092,2010,158,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10093,2010,158,Int1,Interim,10% prairie strips,3.1,15,7,5.121212121,6.121212121
10094,2010,158,Int2,Interim,10% prairie bottom,3.24,6,4,3.6,4.6
10095,2010,158,Int3,Interim,0% prairie,0.61,8,6,5.444444444,6.444444444
10096,2010,158,Orb1,Orbweaver,10% prairie bottom,1.25,14,4,3.266666667,4.266666667
10097,2010,158,Orb2,Orbweaver,20% prairie strips,2.51,8,3,2.133333333,3.133333333
10098,2010,158,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10099,2010,161,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10100,2010,161,Bass2,Basswood,10% prairie strips,0.56,5,3,2.272727273,3.272727273
10101,2010,161,Bass3,Basswood,20% prairie strips,0.57,3,3,3,4
10102,2010,161,Bass4,Basswood,20% prairie strips,0.61,2,2,2,3
10103,2010,161,Bass5,Basswood,10% prairie strips,1.31,6,3,2.272727273,3.272727273
10104,2010,161,Bass6,Basswood,0% prairie,0.81,2,1,1,2
10105,2010,161,Orb1,Orbweaver,10% prairie bottom,1.25,5,4,3.571428571,4.571428571
10106,2010,166,Bass1,Basswood,10% prairie bottom,0.55,5,3,2.777777778,3.777777778
10107,2010,166,Bass2,Basswood,10% prairie strips,0.56,2,2,2,3
10108,2010,166,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
10109,2010,166,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
10110,2010,166,Bass5,Basswood,10% prairie strips,1.31,6,4,3.571428571,4.571428571
10111,2010,166,Bass6,Basswood,0% prairie,0.81,1,1,1,2
10112,2010,166,Int1,Interim,10% prairie strips,3.1,16,8,7.347826087,8.347826087
10113,2010,166,Int2,Interim,10% prairie bottom,3.24,13,7,5.121212121,6.121212121
10114,2010,166,Int3,Interim,0% prairie,0.61,2,2,2,3
10115,2010,170,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10116,2010,170,Bass2,Basswood,10% prairie strips,0.56,4,2,1.6,2.6
10117,2010,170,Bass3,Basswood,20% prairie strips,0.57,2,2,2,3
10118,2010,170,Bass4,Basswood,20% prairie strips,0.61,4,1,1,2
10119,2010,170,Bass5,Basswood,10% prairie strips,1.31,11,4,2.612903226,3.612903226
10120,2010,170,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10121,2010,170,Int1,Interim,10% prairie strips,3.1,7,3,2.882352941,3.882352941
10122,2010,170,Int2,Interim,10% prairie bottom,3.24,9,5,4.454545455,5.454545455
10123,2010,170,Int3,Interim,0% prairie,0.61,2,1,1,2
10124,2010,170,Orb1,Orbweaver,10% prairie bottom,1.25,4,2,1.8,2.8
10125,2010,170,Orb2,Orbweaver,20% prairie strips,2.51,5,3,2.666666667,3.666666667
10126,2010,170,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10127,2010,175,Bass1,Basswood,10% prairie bottom,0.55,2,1,1,2
10128,2010,175,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
10129,2010,175,Bass3,Basswood,20% prairie strips,0.57,5,4,3.571428571,4.571428571
10130,2010,175,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
10131,2010,175,Bass5,Basswood,10% prairie strips,1.31,9,4,3.555555556,4.555555556
10132,2010,175,Bass6,Basswood,0% prairie,0.81,1,1,1,2
10133,2010,175,Int1,Interim,10% prairie strips,3.1,12,4,3,4
10134,2010,175,Int2,Interim,10% prairie bottom,3.24,17,8,7.117647059,8.117647059
10135,2010,175,Int3,Interim,0% prairie,0.61,0,0,0,1
10136,2010,175,Orb1,Orbweaver,10% prairie bottom,1.25,5,3,2,3
10137,2010,175,Orb2,Orbweaver,20% prairie strips,2.51,20,5,3.853333333,4.853333333
10138,2010,175,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10139,2010,176,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
10140,2010,176,Bass2,Basswood,10% prairie strips,0.56,3,2,1.8,2.8
10141,2010,176,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
10142,2010,176,Bass4,Basswood,20% prairie strips,0.61,6,3,2,3
10143,2010,176,Bass5,Basswood,10% prairie strips,1.31,11,5,3.903225806,4.903225806
10144,2010,176,Bass6,Basswood,0% prairie,0.81,5,2,1.8,2.8
10145,2010,180,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
10146,2010,180,Bass2,Basswood,10% prairie strips,0.56,0,0,0,1
10147,2010,180,Bass3,Basswood,20% prairie strips,0.57,8,7,6.4,7.4
10148,2010,180,Bass4,Basswood,20% prairie strips,0.61,3,3,3,4
10149,2010,180,Bass5,Basswood,10% prairie strips,1.31,3,2,1.8,2.8
10150,2010,180,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10151,2010,180,Orb1,Orbweaver,10% prairie bottom,1.25,5,2,2,3
10152,2010,180,Orb2,Orbweaver,20% prairie strips,2.51,10,5,4.166666667,5.166666667
10153,2010,180,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10154,2010,181,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10155,2010,181,Bass2,Basswood,10% prairie strips,0.56,3,2,2,3
10156,2010,181,Bass3,Basswood,20% prairie strips,0.57,8,3,2.571428571,3.571428571
10157,2010,181,Bass4,Basswood,20% prairie strips,0.61,6,4,3.6,4.6
10158,2010,181,Bass5,Basswood,10% prairie strips,1.31,5,3,2.272727273,3.272727273
10159,2010,181,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10160,2010,181,Int1,Interim,10% prairie strips,3.1,11,4,2.612903226,3.612903226
10161,2010,181,Int2,Interim,10% prairie bottom,3.24,6,4,4,5
10162,2010,181,Int3,Interim,0% prairie,0.61,1,1,1,2
10163,2010,181,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,1.8,2.8
10164,2010,181,Orb2,Orbweaver,20% prairie strips,2.51,19,6,4.813333333,5.813333333
10165,2010,181,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10166,2010,182,Bass1,Basswood,10% prairie bottom,0.55,2,1,1,2
10167,2010,182,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
10168,2010,182,Bass3,Basswood,20% prairie strips,0.57,3,3,1,2
10169,2010,182,Bass4,Basswood,20% prairie strips,0.61,3,2,1.8,2.8
10170,2010,182,Bass5,Basswood,10% prairie strips,1.31,7,4,3.769230769,4.769230769
10171,2010,182,Bass6,Basswood,0% prairie,0.81,2,1,1,2
10172,2010,182,Orb1,Orbweaver,10% prairie bottom,1.25,7,4,3.571428571,4.571428571
10173,2010,182,Orb2,Orbweaver,20% prairie strips,2.51,10,5,3.846153846,4.846153846
10174,2010,182,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10175,2010,187,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10176,2010,187,Bass2,Basswood,10% prairie strips,0.56,6,3,2.571428571,3.571428571
10177,2010,187,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
10178,2010,187,Bass4,Basswood,20% prairie strips,0.61,2,2,2,3
10179,2010,187,Bass5,Basswood,10% prairie strips,1.31,9,4,2.909090909,3.909090909
10180,2010,187,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10181,2010,187,Int1,Interim,10% prairie strips,3.1,9,5,3.52173913,4.52173913
10182,2010,187,Int2,Interim,10% prairie bottom,3.24,5,3,2.777777778,3.777777778
10183,2010,187,Int3,Interim,0% prairie,0.61,0,0,0,1
10184,2010,187,Orb1,Orbweaver,10% prairie bottom,1.25,8,2,1.324324324,2.324324324
10185,2010,187,Orb2,Orbweaver,20% prairie strips,2.51,16,7,5.121212121,6.121212121
10186,2010,187,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10187,2010,188,Orb1,Orbweaver,10% prairie bottom,1.25,9,6,3.769230769,4.769230769
10188,2010,188,Orb2,Orbweaver,20% prairie strips,2.51,23,8,5.444444444,6.444444444
10189,2010,188,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
10190,2010,190,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
10191,2010,190,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
10192,2010,190,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
10193,2010,190,Bass4,Basswood,20% prairie strips,0.61,4,1,1,2
10194,2010,190,Bass5,Basswood,10% prairie strips,1.31,5,3,2.666666667,3.666666667
10195,2010,190,Bass6,Basswood,0% prairie,0.81,0,0,0,1
10196,2010,191,Int1,Interim,10% prairie strips,3.1,10,6,5.4,6.4
10197,2010,191,Int2,Interim,10% prairie bottom,3.24,8,5,4.571428571,5.571428571
10198,2010,191,Int3,Interim,0% prairie,0.61,6,3,2.777777778,3.777777778
10199,2010,193,Orb1,Orbweaver,10% prairie bottom,1.25,6,3,2.272727273,3.272727273
10200,2010,193,Orb2,Orbweaver,20% prairie strips,2.51,18,6,5.538461538,6.538461538
10201,2010,193,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10202,2010,194,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10203,2010,194,Bass2,Basswood,10% prairie strips,0.56,5,2,1,2
10204,2010,194,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
10205,2010,194,Bass4,Basswood,20% prairie strips,0.61,5,2,1,2
10206,2010,194,Bass5,Basswood,10% prairie strips,1.31,10,5,3.52173913,4.52173913
10207,2010,194,Bass6,Basswood,0% prairie,0.81,4,3,2,3
10208,2010,194,Int1,Interim,10% prairie strips,3.1,8,3,3,4
10209,2010,194,Int2,Interim,10% prairie bottom,3.24,12,7,5.538461538,6.538461538
10210,2010,194,Int3,Interim,0% prairie,0.61,5,2,1.470588235,2.470588235
10211,2010,195,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
10212,2010,195,Bass2,Basswood,10% prairie strips,0.56,3,2,2,3
10213,2010,195,Bass3,Basswood,20% prairie strips,0.57,4,3,2,3
10214,2010,195,Bass4,Basswood,20% prairie strips,0.61,6,2,2,3
10215,2010,195,Bass5,Basswood,10% prairie strips,1.31,9,3,2.882352941,3.882352941
10216,2010,195,Bass6,Basswood,0% prairie,0.81,1,1,1,2
10217,2010,195,Orb1,Orbweaver,10% prairie bottom,1.25,10,6,5.4,6.4
10218,2010,195,Orb2,Orbweaver,20% prairie strips,2.51,17,6,4.083333333,5.083333333
10219,2010,195,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
10220,2010,202,Bass1,Basswood,10% prairie bottom,0.55,4,2,1.8,2.8
10221,2010,202,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
10222,2010,202,Bass3,Basswood,20% prairie strips,0.57,5,3,2.666666667,3.666666667
10223,2010,202,Bass4,Basswood,20% prairie strips,0.61,3,2,2,3
10224,2010,202,Bass5,Basswood,10% prairie strips,1.31,9,3,2.571428571,3.571428571
10225,2010,202,Bass6,Basswood,0% prairie,0.81,3,2,2,3
10226,2010,202,Int1,Interim,10% prairie strips,3.1,11,5,3.52173913,4.52173913
10227,2010,202,Int2,Interim,10% prairie bottom,3.24,10,4,2.076923077,3.076923077
10228,2010,202,Int3,Interim,0% prairie,0.61,0,0,0,1
10229,2010,202,Orb1,Orbweaver,10% prairie bottom,1.25,0,0,0,1
10230,2010,202,Orb2,Orbweaver,20% prairie strips,2.51,11,5,4,5
10232,2010,207,Int1,Interim,10% prairie strips,3.1,14,4,3.072727273,4.072727273
10233,2010,207,Int2,Interim,10% prairie bottom,3.24,14,6,2.813953488,3.813953488
10234,2010,207,Int3,Interim,0% prairie,0.61,2,2,2,3
10235,2010,207,Orb1,Orbweaver,10% prairie bottom,1.25,4,2,1,2
10236,2010,207,Orb2,Orbweaver,20% prairie strips,2.51,19,9,7.529411765,8.529411765
10237,2010,207,Orb3,Orbweaver,0% prairie,1.24,2,2,2,3
10238,2010,208,Int1,Interim,10% prairie strips,3.1,6,3,2.571428571,3.571428571
10239,2010,208,Int2,Interim,10% prairie bottom,3.24,13,4,2.612903226,3.612903226
10240,2010,208,Int3,Interim,0% prairie,0.61,1,1,1,2
10241,2010,209,Int1,Interim,10% prairie strips,3.1,11,5,4,5
10242,2010,209,Int2,Interim,10% prairie bottom,3.24,11,6,4.172413793,5.172413793
10243,2010,209,Int3,Interim,0% prairie,0.61,7,2,1.324324324,2.324324324
11001,2011,131,Bass1,Basswood,10% prairie bottom,0.55,2,2,2,3
11002,2011,131,Bass2,Basswood,10% prairie strips,0.56,7,3,2.882352941,3.882352941
11003,2011,131,Int1,Interim,10% prairie strips,3.1,12,4,3.52173913,4.52173913
11004,2011,131,Int2,Interim,10% prairie bottom,3.24,13,6,5,6
11005,2011,131,Int3,Interim,0% prairie,0.61,0,0,0,1
11006,2011,131,Orb1,Orbweaver,10% prairie bottom,1.25,2,2,1,2
11007,2011,131,Orb2,Orbweaver,20% prairie strips,2.51,6,4,3,4
11008,2011,131,Orb3,Orbweaver,0% prairie,1.24,8,3,2.333333333,3.333333333
11009,2011,139,Bass1,Basswood,10% prairie bottom,0.55,2,2,1,2
11010,2011,139,Bass2,Basswood,10% prairie strips,0.56,0,0,0,1
11011,2011,139,Bass3,Basswood,20% prairie strips,0.57,2,2,1,2
11012,2011,139,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11013,2011,139,Bass5,Basswood,10% prairie strips,1.31,3,2,2,3
11014,2011,139,Bass6,Basswood,0% prairie,0.81,2,2,2,3
11015,2011,139,Int1,Interim,10% prairie strips,3.1,7,5,3.6,4.6
11016,2011,139,Int2,Interim,10% prairie bottom,3.24,6,5,4.5,5.5
11017,2011,139,Int3,Interim,0% prairie,0.61,2,1,1,2
11018,2011,139,Orb1,Orbweaver,10% prairie bottom,1.25,5,3,2.666666667,3.666666667
11019,2011,140,Bass1,Basswood,10% prairie bottom,0.55,4,2,1,2
11020,2011,140,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
11021,2011,140,Bass3,Basswood,20% prairie strips,0.57,6,3,2.272727273,3.272727273
11022,2011,140,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11023,2011,140,Orb1,Orbweaver,10% prairie bottom,1.25,7,4,3.266666667,4.266666667
11024,2011,140,Orb2,Orbweaver,20% prairie strips,2.51,5,4,3.571428571,4.571428571
11025,2011,140,Orb3,Orbweaver,0% prairie,1.24,2,1,1,2
11026,2011,143,Bass1,Basswood,10% prairie bottom,0.55,3,2,1,2
11027,2011,143,Bass2,Basswood,10% prairie strips,0.56,2,2,2,3
11028,2011,143,Bass3,Basswood,20% prairie strips,0.57,3,3,2,3
11029,2011,143,Bass4,Basswood,20% prairie strips,0.61,13,4,2.315068493,3.315068493
11030,2011,143,Bass5,Basswood,10% prairie strips,1.31,3,2,1.8,2.8
11031,2011,143,Bass6,Basswood,0% prairie,0.81,1,1,1,2
11032,2011,143,Int1,Interim,10% prairie strips,3.1,9,4,3.266666667,4.266666667
11033,2011,143,Int2,Interim,10% prairie bottom,3.24,11,5,4.263157895,5.263157895
11034,2011,143,Int3,Interim,0% prairie,0.61,3,2,1.8,2.8
11035,2011,143,Orb1,Orbweaver,10% prairie bottom,1.25,4,3,2.666666667,3.666666667
11036,2011,143,Orb2,Orbweaver,20% prairie strips,2.51,10,4,2.133333333,3.133333333
11037,2011,143,Orb3,Orbweaver,0% prairie,1.24,5,4,3.571428571,4.571428571
11038,2011,144,Bass1,Basswood,10% prairie bottom,0.55,5,2,1.923076923,2.923076923
11039,2011,144,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
11040,2011,144,Bass3,Basswood,20% prairie strips,0.57,2,2,1,2
11041,2011,144,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11042,2011,144,Bass5,Basswood,10% prairie strips,1.31,2,2,2,3
11043,2011,144,Bass6,Basswood,0% prairie,0.81,2,1,1,2
11044,2011,144,Int1,Interim,10% prairie strips,3.1,7,4,2.571428571,3.571428571
11045,2011,144,Int2,Interim,10% prairie bottom,3.24,5,3,2.777777778,3.777777778
11046,2011,144,Int3,Interim,0% prairie,0.61,7,3,1.384615385,2.384615385
11047,2011,144,Orb1,Orbweaver,10% prairie bottom,1.25,4,3,3,4
11048,2011,144,Orb2,Orbweaver,20% prairie strips,2.51,10,4,2.941176471,3.941176471
11049,2011,144,Orb3,Orbweaver,0% prairie,1.24,3,3,3,4
11050,2011,147,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
11051,2011,147,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
11052,2011,147,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
11053,2011,147,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11054,2011,147,Bass5,Basswood,10% prairie strips,1.31,5,1,1,2
11055,2011,147,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11056,2011,147,Int1,Interim,10% prairie strips,3.1,7,3,2.571428571,3.571428571
11057,2011,147,Int2,Interim,10% prairie bottom,3.24,7,3,2.571428571,3.571428571
11058,2011,147,Int3,Interim,0% prairie,0.61,3,1,1,2
11059,2011,147,Orb1,Orbweaver,10% prairie bottom,1.25,6,4,3.6,4.6
11060,2011,147,Orb2,Orbweaver,20% prairie strips,2.51,7,4,2.571428571,3.571428571
11061,2011,147,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11062,2011,152,Bass1,Basswood,10% prairie bottom,0.55,2,2,2,3
11063,2011,152,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
11064,2011,152,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
11065,2011,152,Bass4,Basswood,20% prairie strips,0.61,3,2,1.8,2.8
11066,2011,152,Bass5,Basswood,10% prairie strips,1.31,3,2,1.8,2.8
11067,2011,152,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11068,2011,152,Int1,Interim,10% prairie strips,3.1,13,6,4.333333333,5.333333333
11069,2011,152,Int2,Interim,10% prairie bottom,3.24,4,3,2.666666667,3.666666667
11070,2011,152,Int3,Interim,0% prairie,0.61,7,3,2.333333333,3.333333333
11071,2011,152,Orb1,Orbweaver,10% prairie bottom,1.25,10,7,4.545454545,5.545454545
11072,2011,152,Orb2,Orbweaver,20% prairie strips,2.51,4,2,1.6,2.6
11073,2011,152,Orb3,Orbweaver,0% prairie,1.24,2,2,1,2
11074,2011,155,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
11075,2011,155,Bass2,Basswood,10% prairie strips,0.56,5,3,1.6,2.6
11076,2011,155,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
11077,2011,155,Bass4,Basswood,20% prairie strips,0.61,6,4,3.571428571,4.571428571
11078,2011,155,Bass5,Basswood,10% prairie strips,1.31,3,2,1.8,2.8
11079,2011,155,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11080,2011,157,Bass1,Basswood,10% prairie bottom,0.55,5,3,2,3
11081,2011,157,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
11082,2011,157,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
11083,2011,157,Bass4,Basswood,20% prairie strips,0.61,0,0,0,1
